# wave  flux  flux_err
      9780.00  5.98495e-19  3.51571e-19
      9785.00  6.30019e-19  3.65781e-19
      9790.00  1.49443e-19  6.63369e-19
      9795.00  8.68241e-19  4.34147e-19
      9800.00  5.49982e-19  4.92065e-19
      9805.00 -4.35591e-19  4.04493e-19
      9810.00 -5.96561e-19  4.61299e-19
      9815.00  3.07191e-19  4.38754e-19
      9820.00  7.19891e-19  4.15175e-19
      9825.00  2.43524e-19  4.06288e-19
      9830.00  6.96228e-19  4.26918e-19
      9835.00  2.92675e-19  4.10256e-19
      9840.00  5.83298e-19  4.02173e-19
      9845.00  8.06933e-19  4.28365e-19
      9850.00  5.60192e-19  5.14093e-19
      9855.00  3.37601e-19  4.19805e-19
      9860.00  6.35659e-19  4.24985e-19
      9865.00  5.94073e-19  5.90163e-19
      9870.00  5.27635e-19  7.96673e-19
      9875.00 -1.25871e-20  6.56146e-19
      9880.00 -2.93428e-19  5.61826e-19
      9885.00  5.23432e-19  6.22965e-19
      9890.00  7.22652e-19  5.73522e-19
      9895.00  8.53886e-19  7.92947e-19
      9900.00  8.62886e-19  5.68259e-19
      9905.00  2.84364e-19  5.53533e-19
      9910.00  4.26919e-19  5.99729e-19
      9915.00  8.01144e-19  9.29328e-19
      9920.00  3.18342e-19  5.67113e-19
      9925.00  3.71395e-19  5.43777e-19
      9930.00  9.28849e-19  5.47796e-19
      9935.00  4.32572e-19  5.68564e-19
      9940.00  1.40192e-18  7.94344e-19
      9945.00  1.73176e-18  1.24084e-18
      9950.00  6.46136e-19  8.05436e-19
      9955.00  6.15125e-19  8.86414e-19
      9960.00 -4.52763e-19  9.87397e-19
      9965.00  2.85491e-19  6.42288e-19
      9970.00 -1.82714e-19  6.78554e-19
      9975.00  1.15155e-19  6.74477e-19
      9980.00  7.80097e-19  6.38610e-19
      9985.00  5.55324e-19  5.45896e-19
      9990.00 -4.50242e-19  5.54529e-19
      9995.00 -2.97781e-19  5.55313e-19
      10000.0 -5.04340e-19  7.04876e-19
