# wave  flux  flux_err
      3795.00 -3.90091e-19  5.23797e-19
      3800.00 -6.53328e-19  5.31015e-19
      3805.00 -7.38361e-19  5.46719e-19
      3810.00 -9.20028e-19  5.66366e-19
      3815.00 -3.88833e-19  5.72854e-19
      3820.00 -1.25921e-18  5.79999e-19
      3825.00 -2.67294e-19  5.77386e-19
      3830.00 -4.99192e-19  5.91095e-19
      3835.00 -8.77864e-19  5.72156e-19
      3840.00 -1.44336e-18  5.57410e-19
      3845.00 -1.21860e-18  6.35746e-19
      3850.00 -7.82132e-19  5.95310e-19
      3855.00  1.15182e-19  5.58367e-19
      3860.00 -1.28353e-18  5.14326e-19
      3865.00 -8.21852e-19  4.93614e-19
      3870.00 -1.10860e-19  4.67938e-19
      3875.00 -2.32289e-19  4.55314e-19
      3880.00 -6.51633e-19  4.29690e-19
      3885.00 -2.16860e-19  4.17714e-19
      3890.00 -7.20283e-19  4.06921e-19
      3895.00 -3.23951e-19  4.00025e-19
      3900.00 -6.71353e-19  3.90252e-19
      3905.00 -5.48837e-19  3.87543e-19
      3910.00 -1.11892e-18  3.86225e-19
      3915.00  3.71028e-21  3.84190e-19
      3920.00 -3.30811e-19  3.66531e-19
      3925.00 -4.50120e-19  3.55995e-19
      3930.00 -7.82002e-19  3.43023e-19
      3935.00 -8.79767e-19  3.34487e-19
      3940.00 -6.48290e-19  3.51716e-19
      3945.00 -1.28616e-19  3.60707e-19
      3950.00 -2.23918e-19  3.62682e-19
      3955.00 -1.14038e-20  3.61783e-19
      3960.00 -3.63266e-19  3.60659e-19
      3965.00 -8.42295e-19  3.52400e-19
      3970.00  1.41716e-19  3.59865e-19
      3975.00 -6.00398e-19  3.80725e-19
      3980.00 -3.14152e-19  3.98881e-19
      3985.00 -7.38376e-19  4.02936e-19
      3990.00 -2.89874e-19  4.18453e-19
      3995.00 -4.87716e-19  4.27558e-19
      4000.00 -6.01879e-19  4.45098e-19
      4005.00 -8.26679e-19  4.52567e-19
      4010.00 -7.63415e-19  4.79732e-19
      4015.00 -3.83824e-19  4.89190e-19
      4020.00 -1.00230e-18  4.94805e-19
      4025.00 -6.63808e-19  5.04920e-19
      4030.00 -7.10023e-19  5.10866e-19
      4035.00 -5.73653e-19  5.16460e-19
      4040.00 -9.45020e-19  5.25569e-19
      4045.00 -1.24955e-18  7.19560e-19
      4050.00 -5.89259e-19  6.68765e-19
      4055.00 -9.73927e-19  6.11739e-19
      4060.00 -2.41519e-20  5.94511e-19
      4065.00 -7.55093e-19  5.67765e-19
      4070.00  3.11169e-19  5.50609e-19
      4075.00 -4.59352e-19  5.18894e-19
      4080.00 -1.38299e-19  5.02403e-19
      4085.00  6.04591e-20  4.83518e-19
      4090.00 -4.40658e-19  4.64767e-19
      4095.00  1.47440e-19  4.50935e-19
      4100.00 -1.14363e-18  4.21833e-19
      4105.00 -1.38712e-20  4.23146e-19
      4110.00 -3.30551e-19  4.11633e-19
      4115.00 -3.47109e-19  4.09978e-19
      4120.00  2.90011e-19  4.08798e-19
      4125.00 -4.55854e-20  3.99906e-19
      4130.00 -1.63036e-19  3.90966e-19
      4135.00 -1.17558e-19  3.90924e-19
      4140.00 -2.08418e-19  3.93916e-19
      4145.00  4.67735e-20  3.88575e-19
      4150.00  6.99161e-20  3.82704e-19
      4155.00  3.00783e-20  3.93455e-19
      4160.00 -4.82310e-19  3.90642e-19
      4165.00  3.00587e-19  4.05941e-19
      4170.00  4.63867e-19  4.11496e-19
      4175.00  7.47003e-20  3.97437e-19
      4180.00 -4.09870e-19  3.99852e-19
      4185.00  1.67228e-19  4.04184e-19
      4190.00 -2.84957e-20  4.08376e-19
      4195.00  2.96879e-20  4.11475e-19
      4200.00 -1.03082e-19  4.10585e-19
      4205.00 -4.82083e-19  4.16622e-19
      4210.00 -7.66087e-20  4.31038e-19
      4215.00 -8.75795e-20  4.30821e-19
      4220.00 -6.72026e-19  4.33730e-19
      4225.00 -1.53603e-19  4.33136e-19
      4230.00 -2.69688e-19  4.42379e-19
      4235.00 -6.34233e-19  4.43158e-19
      4240.00 -5.80937e-20  4.46108e-19
      4245.00 -7.11772e-19  4.47916e-19
      4250.00 -9.66536e-19  4.43571e-19
      4255.00 -6.23243e-19  4.42128e-19
      4260.00 -8.75020e-20  4.35975e-19
      4265.00 -1.15076e-18  4.30757e-19
      4270.00 -8.04592e-19  4.20542e-19
      4275.00 -7.65899e-19  4.12111e-19
      4280.00 -4.55814e-19  4.59883e-19
      4285.00 -4.58700e-19  4.32017e-19
      4290.00 -4.08404e-19  4.08333e-19
      4295.00 -1.14379e-19  3.93030e-19
      4300.00 -7.88042e-19  3.62743e-19
      4305.00 -2.34983e-19  3.53124e-19
      4310.00 -5.07066e-19  3.39460e-19
      4315.00 -4.10865e-19  3.42255e-19
      4320.00 -5.62722e-19  3.32193e-19
      4325.00 -3.08722e-19  3.10826e-19
      4330.00 -3.68619e-19  3.09360e-19
      4335.00 -3.15021e-19  3.02011e-19
      4340.00 -3.57670e-19  2.86556e-19
      4345.00 -6.59615e-20  2.90494e-19
      4350.00 -5.24067e-19  2.82327e-19
      4355.00 -2.96774e-19  2.79940e-19
      4360.00 -3.84451e-19  2.96297e-19
      4365.00 -2.69359e-19  2.74983e-19
      4370.00 -8.04988e-20  2.74028e-19
      4375.00  2.47088e-20  2.71827e-19
      4380.00 -1.23756e-19  2.71309e-19
      4385.00 -2.71471e-19  2.60537e-19
      4390.00 -3.11179e-19  2.63032e-19
      4395.00 -1.82636e-19  2.69224e-19
      4400.00 -1.98792e-19  2.70572e-19
      4405.00 -3.96594e-19  2.75791e-19
      4410.00 -6.45534e-19  2.79805e-19
      4415.00 -4.37138e-19  2.81312e-19
      4420.00 -6.23179e-19  2.84566e-19
      4425.00 -5.11439e-20  2.89740e-19
      4430.00 -4.85496e-19  2.89670e-19
      4435.00 -3.12656e-19  2.90736e-19
      4440.00 -3.83779e-20  3.02318e-19
      4445.00  2.57326e-20  3.05514e-19
      4450.00 -4.94201e-20  3.11432e-19
      4455.00 -2.54094e-19  3.08980e-19
      4460.00 -2.23037e-19  3.15972e-19
      4465.00  1.10741e-19  3.28090e-19
      4470.00 -6.91967e-19  3.26979e-19
      4475.00 -2.88656e-19  3.38395e-19
      4480.00 -4.68265e-19  3.39823e-19
      4485.00 -9.13033e-19  3.47948e-19
      4490.00 -4.43226e-19  3.53214e-19
      4495.00 -4.97808e-19  3.57526e-19
      4500.00 -4.59197e-19  3.61764e-19
      4505.00 -5.09297e-19  3.67267e-19
      4510.00 -2.01418e-19  5.76164e-19
      4515.00 -2.85568e-19  5.40124e-19
      4520.00 -9.43797e-19  5.06729e-19
      4525.00 -8.54049e-19  4.78206e-19
      4530.00 -4.70632e-19  4.58591e-19
      4535.00 -4.72190e-19  4.36720e-19
      4540.00 -3.32521e-19  4.18830e-19
      4545.00 -4.67238e-19  4.00370e-19
      4550.00 -2.12337e-19  3.80292e-19
      4555.00 -3.07984e-19  3.62197e-19
      4560.00 -2.52074e-19  3.51510e-19
      4565.00 -6.82474e-19  3.31844e-19
      4570.00 -1.49914e-19  3.25540e-19
      4575.00 -5.47609e-19  3.12889e-19
      4580.00 -1.37133e-19  3.08357e-19
      4585.00  5.93751e-20  3.00133e-19
      4590.00 -1.58020e-19  2.90954e-19
      4595.00  2.51346e-20  2.83632e-19
      4600.00  1.01999e-19  2.79035e-19
      4605.00  3.13904e-20  2.73237e-19
      4610.00 -2.16673e-19  2.69269e-19
      4615.00  6.53060e-20  2.65232e-19
      4620.00 -8.22808e-20  2.60177e-19
      4625.00  1.45040e-19  2.58805e-19
      4630.00 -1.50060e-19  2.53552e-19
      4635.00 -5.36105e-19  2.46572e-19
      4640.00 -3.78940e-19  2.46619e-19
      4645.00 -3.25413e-19  2.42061e-19
      4650.00 -2.73599e-19  2.42770e-19
      4655.00 -3.09730e-19  2.42540e-19
      4660.00  6.80720e-20  2.50997e-19
      4665.00 -3.36916e-20  2.44232e-19
      4670.00  3.53894e-19  2.47246e-19
      4675.00 -5.30656e-19  2.44055e-19
      4680.00 -3.35252e-19  2.43760e-19
      4685.00 -3.66430e-20  2.48074e-19
      4690.00  2.38266e-19  2.50417e-19
      4695.00 -1.06988e-19  2.51314e-19
      4700.00 -3.35868e-20  2.49938e-19
      4705.00  6.78576e-20  2.53641e-19
      4710.00  4.44126e-20  2.56050e-19
      4715.00 -2.12896e-19  2.58555e-19
      4720.00  1.94999e-19  2.65889e-19
      4725.00 -3.40794e-20  2.66624e-19
      4730.00 -1.82407e-19  2.67034e-19
      4735.00 -3.00651e-19  2.70654e-19
      4740.00 -2.72096e-19  2.78263e-19
      4745.00 -2.09000e-19  2.82889e-19
      4750.00 -5.82466e-19  2.83578e-19
      4755.00 -2.51209e-19  2.90002e-19
      4760.00 -3.86078e-19  2.95726e-19
      4765.00 -5.17972e-19  2.97619e-19
      4770.00 -5.14219e-19  3.03730e-19
      4775.00 -3.51807e-19  3.11008e-19
      4780.00 -4.23721e-19  3.15195e-19
      4785.00 -7.47109e-19  3.15183e-19
      4790.00 -3.34504e-19  5.57888e-19
      4795.00 -4.94209e-19  5.29724e-19
      4800.00 -1.23861e-19  5.02054e-19
      4805.00 -2.73445e-19  4.77491e-19
      4810.00 -7.33696e-19  4.49839e-19
      4815.00 -1.03299e-19  4.40560e-19
      4820.00 -1.01564e-18  4.18496e-19
      4825.00 -2.15776e-19  4.02761e-19
      4830.00 -5.57958e-19  3.85883e-19
      4835.00 -3.97499e-20  3.75579e-19
      4840.00 -5.09300e-19  3.57511e-19
      4845.00 -1.97615e-19  3.46109e-19
      4850.00 -4.16790e-19  3.28272e-19
      4855.00 -4.00687e-19  3.15159e-19
      4860.00 -2.57421e-20  3.07757e-19
      4865.00 -1.49853e-19  2.95887e-19
      4870.00 -3.52017e-19  2.85614e-19
      4875.00  1.14347e-19  2.85041e-19
      4880.00 -3.61064e-19  2.77161e-19
      4885.00 -6.25510e-20  2.72013e-19
      4890.00 -4.63660e-20  2.64556e-19
      4895.00 -3.82270e-20  2.62503e-19
      4900.00  7.40004e-20  2.56614e-19
      4905.00 -1.19879e-19  2.53079e-19
      4910.00 -1.87020e-19  2.44864e-19
      4915.00 -3.63592e-20  2.44464e-19
      4920.00  8.85114e-20  2.36029e-19
      4925.00 -2.33192e-19  2.39334e-19
      4930.00  1.28257e-19  2.38544e-19
      4935.00 -8.83182e-21  2.31529e-19
      4940.00 -5.34074e-20  2.30052e-19
      4945.00  3.54244e-20  2.28723e-19
      4950.00 -4.12213e-19  2.26645e-19
      4955.00 -3.38555e-19  2.23528e-19
      4960.00 -2.69609e-20  2.25569e-19
      4965.00  4.17297e-19  2.32105e-19
      4970.00 -2.21406e-19  2.26140e-19
      4975.00  1.58585e-20  2.29204e-19
      4980.00  1.52962e-19  2.26191e-19
      4985.00 -2.24517e-19  2.22540e-19
      4990.00 -2.75829e-19  2.27240e-19
      4995.00  1.55682e-19  2.31979e-19
      5000.00 -9.71129e-20  2.29071e-19
      5005.00 -2.04321e-19  2.30372e-19
      5010.00 -3.29626e-19  2.33098e-19
      5015.00 -3.01173e-19  2.33756e-19
      5020.00  3.50886e-21  2.38172e-19
      5025.00 -2.68178e-19  2.41533e-19
      5030.00 -2.37708e-19  2.46787e-19
      5035.00 -3.51010e-20  2.53870e-19
      5040.00 -2.85347e-19  2.48957e-19
      5045.00  5.04681e-20  2.61744e-19
      5050.00 -1.36505e-19  2.58520e-19
      5055.00 -2.31991e-19  2.61890e-19
      5060.00 -3.01041e-20  2.68946e-19
      5065.00 -5.89350e-20  2.70186e-19
      5070.00 -2.41782e-20  2.74119e-19
      5075.00  2.32803e-20  2.78156e-19
      5080.00  7.27720e-20  2.81001e-19
      5085.00 -3.47510e-19  2.84834e-19
      5090.00  2.45612e-19  2.94107e-19
      5095.00 -3.81644e-19  2.94710e-19
      5100.00 -7.69747e-20  2.99941e-19
      5105.00 -4.11642e-19  3.00757e-19
      5110.00 -5.58469e-19  3.06250e-19
      5115.00 -5.60882e-19  5.83103e-19
      5120.00 -3.89441e-19  5.81250e-19
      5125.00 -5.51991e-19  5.26127e-19
      5130.00  6.16127e-20  5.17368e-19
      5135.00 -5.80135e-19  4.94625e-19
      5140.00 -2.59209e-21  4.78163e-19
      5145.00 -1.17269e-18  4.31943e-19
      5150.00 -3.32541e-19  4.25785e-19
      5155.00 -5.87622e-19  4.08605e-19
      5160.00 -7.68028e-19  3.97216e-19
      5165.00 -3.89439e-19  3.80860e-19
      5170.00 -1.68903e-20  3.69393e-19
      5175.00 -6.40375e-20  3.56335e-19
      5180.00 -2.59585e-19  3.39638e-19
      5185.00 -2.04625e-19  3.18258e-19
      5190.00  1.20677e-19  3.40903e-19
      5195.00 -1.66038e-19  2.99169e-19
      5200.00 -5.45941e-19  3.04959e-19
      5205.00 -5.24897e-19  2.90653e-19
      5210.00 -2.93363e-19  2.90206e-19
      5215.00 -5.99391e-19  2.56215e-19
      5220.00 -2.97660e-19  3.02941e-19
      5225.00  1.34933e-20  2.70826e-19
      5230.00 -2.64434e-19  2.27293e-19
      5235.00  8.47208e-20  2.53371e-19
      5240.00 -3.60952e-19  2.76494e-19
      5245.00 -1.38943e-19  2.74584e-19
      5250.00 -3.38811e-19  2.66936e-19
      5255.00 -3.20729e-19  2.64092e-19
      5260.00 -1.43572e-20  2.43145e-19
      5265.00 -4.46781e-19  1.94092e-19
      5270.00  2.54907e-20  2.15749e-19
      5275.00 -3.80149e-19  2.47949e-19
      5280.00 -1.59968e-19  2.26936e-19
      5285.00 -4.50332e-19  2.03942e-19
      5290.00 -4.46021e-19  2.37343e-19
      5295.00  1.40119e-20  2.09186e-19
      5300.00 -2.74892e-19  2.20072e-19
      5305.00  1.32206e-19  2.32755e-19
      5310.00 -3.99666e-19  2.04971e-19
      5315.00 -2.69429e-19  2.15734e-19
      5320.00 -4.05810e-19  2.17893e-19
      5325.00 -1.37293e-19  2.21145e-19
      5330.00 -9.20603e-20  2.13600e-19
      5335.00 -4.62270e-20  2.16477e-19
      5340.00 -2.71168e-19  2.05584e-19
      5345.00 -1.42893e-19  2.12818e-19
      5350.00 -3.29410e-19  2.12071e-19
      5355.00 -2.58792e-19  2.20416e-19
      5360.00 -1.96828e-19  2.07863e-19
      5365.00 -3.41039e-19  2.12398e-19
      5370.00  1.59934e-19  2.22466e-19
      5375.00 -1.66385e-19  2.20061e-19
      5380.00 -2.49042e-19  2.20932e-19
      5385.00 -2.75394e-19  2.22406e-19
      5390.00 -3.45177e-20  2.19702e-19
      5395.00 -2.85921e-19  2.22606e-19
      5400.00  1.01144e-19  2.34534e-19
      5405.00 -9.00631e-20  2.32989e-19
      5410.00 -3.46209e-19  2.30422e-19
      5415.00 -3.03412e-19  2.42569e-19
      5420.00 -2.41476e-19  2.50074e-19
      5425.00 -2.77052e-20  2.56435e-19
      5430.00 -3.20674e-19  2.53221e-19
      5435.00 -1.35983e-19  2.47588e-19
      5440.00 -3.51406e-19  2.65325e-19
      5445.00 -1.93791e-19  2.67900e-19
      5450.00 -4.82213e-19  2.83088e-19
      5455.00 -3.44712e-19  2.82099e-19
      5460.00 -7.88248e-19  3.12065e-19
      5465.00 -4.63209e-19  3.02016e-19
      5470.00 -6.10689e-19  3.13456e-19
      5475.00 -4.71134e-19  3.23026e-19
      5480.00 -6.41408e-19  3.33685e-19
      5485.00 -2.92491e-19  3.47382e-19
      5490.00  2.39918e-19  6.49670e-19
      5495.00 -5.40539e-20  6.16819e-19
      5500.00 -5.05479e-19  5.91851e-19
      5505.00 -1.48966e-19  5.63815e-19
      5510.00 -3.49997e-19  5.36466e-19
      5515.00 -3.94707e-19  5.13206e-19
      5520.00 -9.29512e-19  4.88337e-19
      5525.00  2.41175e-19  4.84094e-19
      5530.00 -3.90977e-19  4.61676e-19
      5535.00 -4.24157e-19  4.52323e-19
      5540.00 -3.64245e-19  4.46912e-19
      5545.00 -7.67343e-19  4.43378e-19
      5550.00 -2.60977e-19  4.32327e-19
      5555.00  6.71912e-19  4.32382e-19
      5560.00  3.13321e-19  4.33052e-19
      5565.00  6.02322e-19  4.49763e-19
      5570.00  6.34934e-20  4.47930e-19
      5575.00 -2.43154e-19  5.26717e-19
      5580.00 -3.26108e-19  4.96752e-19
      5585.00 -3.05606e-19  4.67708e-19
      5590.00 -4.04727e-19  4.78544e-19
      5595.00 -4.60665e-19  4.78970e-19
      5600.00 -3.74492e-19  5.03381e-19
      5605.00 -1.63275e-19  6.46385e-19
      5610.00 -1.55707e-19  5.92378e-19
      5615.00 -3.83569e-19  5.47924e-19
      5620.00 -6.69962e-19  5.09628e-19
      5625.00  4.11555e-20  4.94791e-19
      5630.00 -7.19807e-19  4.60193e-19
      5635.00  4.42702e-20  4.48547e-19
      5640.00  5.82319e-19  4.35735e-19
      5645.00 -2.45668e-19  4.23418e-19
      5650.00  5.44396e-21  4.13244e-19
      5655.00 -5.37380e-19  3.99781e-19
      5660.00  1.93848e-20  3.93902e-19
      5665.00 -4.55126e-20  3.94060e-19
      5670.00 -6.50454e-20  3.92348e-19
      5675.00 -7.28361e-19  3.86259e-19
      5680.00 -5.40357e-19  3.90688e-19
      5685.00 -5.42529e-19  3.92535e-19
      5690.00 -3.56806e-19  4.04775e-19
      5695.00 -8.19605e-19  4.12507e-19
      5700.00 -5.70199e-19  4.21050e-19
      5705.00  1.97342e-19  4.37110e-19
      5710.00 -1.29586e-19  4.46730e-19
      5715.00  4.94580e-19  4.65765e-19
      5720.00  3.84796e-20  4.78376e-19
      5725.00 -4.59280e-19  4.92180e-19
      5730.00 -3.62461e-19  5.04321e-19
      5735.00 -3.62803e-19  5.16992e-19
      5740.00  2.54547e-19  5.26928e-19
      5745.00 -1.53149e-19  5.31851e-19
      5750.00 -1.47610e-19  5.34834e-19
      5755.00  8.05445e-19  5.33420e-19
      5760.00  1.37377e-19  5.30267e-19
      5765.00 -8.44257e-20  5.15314e-19
      5770.00  5.40634e-19  5.07663e-19
      5775.00 -2.65357e-19  4.88336e-19
      5780.00  1.43648e-19  4.74037e-19
      5785.00 -1.09761e-18  4.36813e-19
      5790.00 -1.42204e-19  3.98170e-19
      5795.00 -2.13894e-19  3.90815e-19
      5800.00 -4.57763e-19  3.78536e-19
      5805.00 -3.80283e-19  3.70694e-19
      5810.00  2.18448e-19  3.62625e-19
      5815.00 -4.28123e-19  3.50962e-19
      5820.00 -1.40608e-19  3.45784e-19
      5825.00  1.03092e-19  3.41043e-19
      5830.00 -1.88071e-19  3.33864e-19
      5835.00  5.33363e-20  3.29653e-19
      5840.00 -5.22602e-20  3.25714e-19
      5845.00  5.65608e-20  3.25159e-19
      5850.00  1.75711e-19  3.31514e-19
      5855.00  2.86940e-19  3.28569e-19
      5860.00  4.62381e-19  3.28275e-19
      5865.00 -3.86953e-19  3.42255e-19
      5870.00 -7.78004e-20  3.43994e-19
      5875.00 -6.47757e-19  3.41592e-19
      5880.00 -2.68976e-19  3.44108e-19
      5885.00 -1.60159e-20  3.49827e-19
      5890.00 -2.15270e-19  3.94195e-19
      5895.00 -7.22505e-19  3.79281e-19
      5900.00 -4.23275e-19  3.65229e-19
      5905.00 -5.27125e-19  3.75523e-19
      5910.00  2.38997e-19  3.78234e-19
      5915.00 -3.25800e-19  3.93842e-19
      5920.00  2.60615e-19  3.88455e-19
      5925.00 -1.04596e-19  3.96727e-19
      5930.00 -1.25506e-19  3.96167e-19
      5935.00 -2.92325e-19  4.05882e-19
      5940.00  6.10737e-20  3.98345e-19
      5945.00 -1.19231e-19  3.99036e-19
      5950.00  1.99684e-19  4.06832e-19
      5955.00 -6.36670e-19  4.03580e-19
      5960.00  2.07868e-19  3.90830e-19
      5965.00 -1.61045e-19  3.85351e-19
      5970.00  4.78370e-20  3.83496e-19
      5975.00 -6.33426e-19  3.78628e-19
      5980.00 -2.06737e-19  3.66617e-19
      5985.00  1.22863e-19  3.62325e-19
      5990.00  3.74018e-20  3.56380e-19
      5995.00 -3.34669e-19  3.49862e-19
      6000.00 -5.22258e-19  3.54485e-19
      6005.00  3.06045e-20  3.57849e-19
      6010.00 -2.99864e-20  3.52771e-19
      6015.00 -2.55232e-19  3.28426e-19
      6020.00 -5.81878e-19  3.22636e-19
      6025.00 -1.49768e-19  3.18903e-19
      6030.00 -7.66606e-20  3.18276e-19
      6035.00 -1.99745e-19  3.13050e-19
      6040.00  2.13043e-19  3.07180e-19
      6045.00  1.16223e-19  3.02194e-19
      6050.00 -4.43238e-19  2.96191e-19
      6055.00 -9.16983e-21  2.94874e-19
      6060.00  9.85841e-20  2.93361e-19
      6065.00  9.47817e-20  2.93614e-19
      6070.00 -7.47995e-20  2.92040e-19
      6075.00  5.67223e-19  2.90582e-19
      6080.00 -1.12788e-19  2.87070e-19
      6085.00 -1.73331e-20  2.88058e-19
      6090.00 -8.11332e-21  2.89956e-19
      6095.00  2.79461e-19  2.94805e-19
      6100.00 -7.64121e-20  2.97438e-19
      6105.00 -5.95234e-20  3.03476e-19
      6110.00  1.59447e-19  3.21967e-19
      6115.00  2.39354e-20  3.29938e-19
      6120.00  4.58033e-19  3.18441e-19
      6125.00 -7.81616e-20  3.16194e-19
      6130.00  2.76403e-19  3.18554e-19
      6135.00  2.32475e-19  3.21664e-19
      6140.00 -2.17428e-19  3.24427e-19
      6145.00  3.52032e-20  3.30560e-19
      6150.00 -5.07854e-21  3.27430e-19
      6155.00  2.48465e-19  3.23758e-19
      6160.00  1.75804e-19  3.21047e-19
      6165.00  9.42729e-21  3.16377e-19
      6170.00  2.43722e-19  3.21227e-19
      6175.00  5.34376e-19  3.14963e-19
      6180.00 -2.04845e-19  3.05650e-19
      6185.00 -2.35958e-19  3.01026e-19
      6190.00 -5.29307e-20  2.96116e-19
      6195.00  3.90326e-19  2.93556e-19
      6200.00 -1.90564e-19  2.83674e-19
      6205.00 -1.59289e-19  2.80899e-19
      6210.00  3.32305e-19  2.72206e-19
      6215.00 -1.01615e-19  2.66919e-19
      6220.00  2.83880e-19  2.75560e-19
      6225.00 -4.03822e-19  2.55429e-19
      6230.00 -3.33233e-19  2.48439e-19
      6235.00 -9.25658e-20  2.78800e-19
      6240.00  5.83868e-20  2.50299e-19
      6245.00  1.00942e-19  2.39845e-19
      6250.00  9.32295e-20  2.31001e-19
      6255.00  3.11439e-19  2.29560e-19
      6260.00  1.15687e-19  2.38181e-19
      6265.00  3.62703e-19  2.29188e-19
      6270.00  3.33580e-19  2.20659e-19
      6275.00 -2.69221e-19  2.16210e-19
      6280.00  1.26078e-20  2.15926e-19
      6285.00  2.88598e-21  2.20397e-19
      6290.00  1.38546e-19  2.20936e-19
      6295.00  2.06427e-20  2.15617e-19
      6300.00  3.10981e-19  2.60663e-19
      6305.00  3.42956e-20  2.30710e-19
      6310.00  3.36063e-19  2.20363e-19
      6315.00  3.32209e-19  2.21470e-19
      6320.00  4.51645e-19  2.31498e-19
      6325.00  1.19398e-19  2.25458e-19
      6330.00  1.75521e-19  2.45204e-19
      6335.00 -1.17747e-20  2.32400e-19
      6340.00  9.53345e-20  2.38664e-19
      6345.00  4.31132e-19  2.45388e-19
      6350.00  1.82048e-20  2.61196e-19
      6355.00 -2.29691e-19  2.65282e-19
      6360.00  2.91624e-19  2.56798e-19
      6365.00  2.01231e-19  2.77801e-19
      6370.00  4.16470e-20  2.61625e-19
      6375.00 -1.27667e-20  2.63845e-19
      6380.00  2.39711e-19  2.71203e-19
      6385.00  2.68414e-19  2.76300e-19
      6390.00  5.17307e-19  2.71743e-19
      6395.00 -1.83229e-19  2.71401e-19
      6400.00 -3.26748e-19  2.70286e-19
      6405.00 -4.95341e-19  2.67536e-19
      6410.00  5.21419e-19  2.72978e-19
      6415.00  9.08892e-20  2.71619e-19
      6420.00  2.37068e-19  2.71559e-19
      6425.00  2.33017e-19  2.66876e-19
      6430.00  1.38579e-19  2.62001e-19
      6435.00 -1.43827e-19  2.60617e-19
      6440.00  2.59537e-19  2.56879e-19
      6445.00  3.49347e-19  2.55757e-19
      6450.00  7.76856e-19  2.55368e-19
      6455.00  4.50140e-19  2.49576e-19
      6460.00 -9.38500e-20  2.56212e-19
      6465.00  5.59418e-19  2.72789e-19
      6470.00  5.66295e-20  2.56044e-19
      6475.00 -4.28048e-19  2.33176e-19
      6480.00  4.78449e-19  2.36394e-19
      6485.00 -8.16914e-20  2.23764e-19
      6490.00  2.69418e-19  2.20368e-19
      6495.00  4.04856e-20  2.16581e-19
      6500.00  3.48020e-19  2.34423e-19
      6505.00  7.09412e-20  2.20755e-19
      6510.00  4.35787e-19  2.09144e-19
      6515.00  4.04196e-19  2.10088e-19
      6520.00 -9.23386e-20  2.06015e-19
      6525.00  2.49733e-19  2.07272e-19
      6530.00  3.98837e-19  2.03615e-19
      6535.00  1.09442e-19  2.15185e-19
      6540.00  2.76986e-19  2.03611e-19
      6545.00  5.41880e-19  2.12631e-19
      6550.00  3.08419e-19  2.04595e-19
      6555.00  2.12742e-19  2.17791e-19
      6560.00  5.02918e-19  2.05297e-19
      6565.00  2.81654e-21  2.13325e-19
      6570.00  1.72716e-19  2.13862e-19
      6575.00  2.31866e-19  2.17662e-19
      6580.00 -1.87403e-19  2.10112e-19
      6585.00  4.25861e-19  2.16520e-19
      6590.00  2.55753e-19  2.14573e-19
      6595.00  4.12376e-19  2.21898e-19
      6600.00  2.57563e-19  2.19589e-19
      6605.00  2.35459e-20  2.31915e-19
      6610.00 -1.05704e-19  2.24385e-19
      6615.00  4.94192e-20  2.28753e-19
      6620.00  4.13038e-19  2.33907e-19
