# wave  flux  flux_err
      3712.00 -2.47136e-19  8.86609e-19
      3713.00  3.73644e-19  9.09824e-19
      3714.00 -7.50958e-19  9.18283e-19
      3715.00 -6.37424e-19  8.81970e-19
      3716.00 -1.00267e-18  8.47211e-19
      3717.00  1.74195e-19  8.88553e-19
      3718.00 -1.22042e-19  8.83884e-19
      3719.00  4.73076e-19  8.52632e-19
      3720.00 -2.34953e-20  8.33514e-19
      3721.00 -1.77438e-18  8.15765e-19
      3722.00 -7.27653e-19  8.42076e-19
      3723.00 -1.32748e-18  8.51135e-19
      3724.00  1.52188e-19  8.47774e-19
      3725.00 -1.36917e-19  8.53064e-19
      3726.00  5.06846e-19  9.39378e-19
      3727.00 -1.50733e-18  8.18405e-19
      3728.00 -1.12009e-18  8.43074e-19
      3729.00 -1.47950e-18  9.45299e-19
      3730.00 -3.76094e-19  8.37330e-19
      3731.00 -1.75626e-18  8.34565e-19
      3732.00  2.64721e-19  9.03963e-19
      3733.00 -5.41213e-19  8.80796e-19
      3734.00 -1.63494e-19  8.76169e-19
      3735.00 -6.85086e-19  8.58044e-19
      3736.00 -7.02037e-19  8.50873e-19
      3737.00 -8.47302e-19  8.59136e-19
      3738.00  5.35891e-19  8.94521e-19
      3739.00 -1.67477e-19  9.38170e-19
      3740.00 -1.05072e-18  8.86093e-19
      3741.00 -8.50781e-19  9.08809e-19
      3742.00 -4.16473e-19  8.95966e-19
      3743.00 -1.26319e-18  8.62375e-19
      3744.00 -6.04513e-19  8.78217e-19
      3745.00 -9.60289e-19  8.14247e-19
      3746.00 -1.69338e-18  8.41896e-19
      3747.00 -1.25799e-18  8.89490e-19
      3748.00  7.22253e-19  8.32294e-19
      3749.00  3.14896e-19  8.19841e-19
      3750.00 -1.40795e-18  8.74101e-19
      3751.00 -5.21463e-19  8.77998e-19
      3752.00 -1.63573e-18  8.34129e-19
      3753.00 -1.95361e-19  8.42712e-19
      3754.00 -1.92690e-18  8.55090e-19
      3755.00 -1.96197e-18  8.92287e-19
      3756.00 -1.98194e-18  8.46589e-19
      3757.00 -9.68088e-19  8.29267e-19
      3758.00 -1.57576e-18  8.19858e-19
      3759.00 -1.38914e-18  8.62242e-19
      3760.00 -1.41775e-19  8.69245e-19
      3761.00 -7.57141e-19  8.50650e-19
      3762.00 -5.98878e-19  8.48185e-19
      3763.00 -8.27609e-19  8.53791e-19
      3764.00 -1.01936e-18  8.40047e-19
      3765.00 -6.84634e-19  8.72630e-19
      3766.00 -7.75974e-19  8.61847e-19
      3767.00 -8.44541e-19  8.52723e-19
      3768.00  8.27798e-20  8.71901e-19
      3769.00  1.58007e-19  8.70306e-19
      3770.00 -4.99599e-19  8.73742e-19
      3771.00 -1.27191e-18  8.82724e-19
      3772.00 -7.28489e-19  9.12606e-19
      3773.00  1.50003e-20  9.33258e-19
      3774.00 -6.65418e-19  9.02217e-19
      3775.00 -1.86989e-18  9.08899e-19
      3776.00 -2.14108e-18  8.84332e-19
      3777.00 -9.55271e-19  9.25814e-19
      3778.00 -8.61080e-19  9.48224e-19
      3779.00 -1.27729e-18  9.16143e-19
      3780.00 -5.71988e-19  9.27733e-19
      3781.00 -8.63412e-19  9.54273e-19
      3782.00 -3.44331e-19  9.37111e-19
      3783.00 -3.77394e-19  9.44181e-19
      3784.00 -1.12300e-18  9.58082e-19
      3785.00 -1.53448e-18  9.80466e-19
      3786.00 -1.18465e-18  9.40652e-19
      3787.00 -1.67788e-18  9.39340e-19
      3788.00 -2.05270e-18  9.37441e-19
      3789.00 -3.46696e-19  9.73488e-19
      3790.00 -5.47405e-19  9.98785e-19
      3791.00 -1.47071e-18  9.96210e-19
      3792.00 -2.49154e-19  1.02235e-18
      3793.00 -1.51394e-18  1.00156e-18
      3794.00 -1.82785e-19  1.01908e-18
      3795.00 -1.98862e-18  1.01304e-18
      3796.00 -5.02464e-19  1.04037e-18
      3797.00 -1.80674e-18  1.00714e-18
      3798.00 -1.09511e-18  1.02575e-18
      3799.00  5.53352e-19  1.03886e-18
      3800.00  1.08345e-18  1.06623e-18
      3801.00 -9.33720e-19  1.08010e-18
      3802.00 -9.42011e-19  1.05278e-18
      3803.00 -2.22023e-18  1.06288e-18
      3804.00  4.40907e-19  1.09933e-18
      3805.00 -6.89170e-19  1.09583e-18
      3806.00  1.90804e-19  1.10599e-18
      3807.00 -3.06902e-19  1.09811e-18
      3808.00 -1.04037e-18  1.12361e-18
      3809.00 -1.02404e-18  1.11378e-18
      3810.00 -9.88463e-19  1.12884e-18
      3811.00 -8.31699e-19  1.12787e-18
      3812.00 -1.99788e-18  1.14185e-18
      3813.00 -1.22435e-18  1.16742e-18
      3814.00 -1.92807e-18  1.17069e-18
      3815.00  2.01533e-19  1.19920e-18
      3816.00  4.40847e-19  1.18268e-18
      3817.00 -1.54353e-18  1.19092e-18
      3818.00 -2.12732e-19  1.21365e-18
      3819.00 -1.32347e-18  1.20686e-18
      3820.00 -8.71826e-19  1.19382e-18
      3821.00  7.23658e-19  1.23006e-18
      3822.00  1.78555e-19  1.24028e-18
      3823.00 -1.68681e-19  1.23773e-18
      3824.00  9.12524e-20  1.23747e-18
      3825.00 -1.55031e-18  1.20940e-18
      3826.00  6.89771e-19  1.24633e-18
      3827.00 -5.25062e-19  1.24279e-18
      3828.00  1.78647e-18  1.28946e-18
      3829.00 -1.15491e-19  1.31363e-18
      3830.00 -4.47440e-19  1.30720e-18
      3831.00 -2.30898e-19  1.32638e-18
      3832.00 -1.37138e-18  1.29316e-18
      3833.00 -1.71479e-18  1.30671e-18
      3834.00 -6.33953e-19  1.26699e-18
      3835.00  7.24995e-19  1.32518e-18
      3836.00 -1.40561e-18  1.27133e-18
      3837.00 -1.05220e-18  1.27522e-18
      3838.00 -1.40408e-18  1.29324e-18
      3839.00 -1.23616e-18  1.27288e-18
      3840.00 -6.16406e-19  1.26577e-18
      3841.00 -3.39747e-19  1.29988e-18
      3842.00 -9.36786e-19  1.30501e-18
      3843.00 -1.14353e-19  1.68656e-18
      3844.00 -1.98018e-18  1.57734e-18
      3845.00 -2.00201e-18  1.63410e-18
      3846.00 -3.93966e-18  1.58591e-18
      3847.00 -1.03234e-18  1.56876e-18
      3848.00  7.34019e-20  1.57473e-18
      3849.00 -1.02996e-18  1.50519e-18
      3850.00 -2.81377e-19  1.54158e-18
      3851.00 -1.05626e-18  1.47537e-18
      3852.00 -2.98934e-19  1.47836e-18
      3853.00  3.91381e-19  1.47823e-18
      3854.00 -1.46862e-19  1.41421e-18
      3855.00 -1.58345e-18  1.40149e-18
      3856.00  8.02613e-19  1.41697e-18
      3857.00 -7.41081e-19  1.35396e-18
      3858.00 -1.72822e-18  1.33716e-18
      3859.00 -1.10991e-18  1.30644e-18
      3860.00 -9.60399e-19  1.28628e-18
      3861.00 -8.20255e-20  1.30735e-18
      3862.00 -2.92713e-19  1.31258e-18
      3863.00 -9.65892e-20  1.27792e-18
      3864.00 -2.37901e-19  1.28166e-18
      3865.00  1.62517e-19  1.26823e-18
      3866.00 -9.85355e-19  1.21558e-18
      3867.00 -2.33004e-18  1.19572e-18
      3868.00 -3.13077e-19  1.24784e-18
      3869.00 -3.90281e-19  1.19747e-18
      3870.00 -4.11675e-19  1.15014e-18
      3871.00  3.90949e-19  1.17257e-18
      3872.00 -8.33399e-19  1.14033e-18
      3873.00 -5.64460e-19  1.12841e-18
      3874.00 -2.72705e-19  1.16146e-18
      3875.00 -7.01610e-19  1.18019e-18
      3876.00  3.71033e-21  1.14470e-18
      3877.00 -1.29407e-18  1.10110e-18
      3878.00 -1.36424e-18  1.08463e-18
      3879.00 -2.04218e-19  1.10440e-18
      3880.00 -1.92285e-18  1.06646e-18
      3881.00 -5.81987e-19  1.08661e-18
      3882.00 -1.53413e-18  1.04690e-18
      3883.00 -5.47542e-19  1.05633e-18
      3884.00 -1.06409e-18  1.06300e-18
      3885.00  4.31961e-19  1.07034e-18
      3886.00 -1.90428e-18  9.93893e-19
      3887.00 -4.66766e-20  1.03043e-18
      3888.00 -4.61402e-19  1.04022e-18
      3889.00 -1.34136e-18  1.00734e-18
      3890.00  2.39835e-19  1.04046e-18
      3891.00  2.95019e-19  1.03906e-18
      3892.00 -1.78880e-19  1.01013e-18
      3893.00 -8.98195e-20  1.00741e-18
      3894.00 -1.05797e-18  9.98698e-19
      3895.00 -1.61998e-18  9.72601e-19
      3896.00 -8.82173e-19  9.99955e-19
      3897.00 -1.14060e-18  9.79002e-19
      3898.00 -5.63145e-19  9.66074e-19
      3899.00  1.21720e-19  9.98025e-19
      3900.00 -5.64868e-19  9.68465e-19
      3901.00  6.03636e-19  1.01149e-18
      3902.00 -8.59879e-19  9.73569e-19
      3903.00 -8.24270e-19  9.50937e-19
      3904.00 -1.47781e-18  9.58264e-19
      3905.00 -5.59129e-19  1.00998e-18
      3906.00 -8.49132e-19  9.83663e-19
      3907.00 -1.87685e-19  1.00472e-18
      3908.00  1.09282e-18  1.02403e-18
      3909.00 -6.35202e-19  9.80256e-19
      3910.00 -9.55067e-19  9.89880e-19
      3911.00 -1.07531e-18  9.83625e-19
      3912.00 -1.53965e-18  9.53321e-19
      3913.00 -1.45987e-18  9.62513e-19
      3914.00 -1.22572e-19  9.62230e-19
      3915.00 -5.50276e-19  9.64802e-19
      3916.00  8.23605e-19  9.64795e-19
      3917.00  4.13790e-19  9.47257e-19
      3918.00  1.27311e-19  9.70604e-19
      3919.00  9.22299e-19  9.59717e-19
      3920.00  9.13402e-19  9.30967e-19
      3921.00 -1.76964e-18  8.86590e-19
      3922.00  5.81373e-19  9.10822e-19
      3923.00 -1.17684e-18  8.87480e-19
      3924.00 -1.59187e-20  9.02609e-19
      3925.00  7.02282e-19  9.20148e-19
      3926.00  3.43810e-19  8.91267e-19
      3927.00 -6.87016e-20  8.83971e-19
      3928.00  2.23760e-20  8.84776e-19
      3929.00 -4.42303e-19  8.60168e-19
      3930.00  6.66680e-19  8.69605e-19
      3931.00 -1.11605e-18  8.57445e-19
      3932.00 -1.21496e-18  8.47589e-19
      3933.00 -3.46024e-19  8.29550e-19
      3934.00  1.23052e-19  8.65773e-19
      3935.00  3.92190e-19  8.45692e-19
      3936.00  1.10186e-18  8.76086e-19
      3937.00 -7.95848e-19  8.47749e-19
      3938.00 -4.65483e-19  8.62159e-19
      3939.00 -1.41178e-19  8.88991e-19
      3940.00 -3.80908e-19  9.27483e-19
      3941.00 -1.54033e-18  9.05658e-19
      3942.00 -4.78818e-19  9.02789e-19
      3943.00  4.08112e-19  9.50342e-19
      3944.00  3.33334e-20  8.73502e-19
      3945.00  2.44700e-20  8.95071e-19
      3946.00 -1.27321e-19  9.31775e-19
      3947.00  1.06193e-19  9.02106e-19
      3948.00 -5.90179e-20  9.23170e-19
      3949.00 -6.83686e-19  9.10897e-19
      3950.00 -6.73353e-19  8.96478e-19
      3951.00  1.01182e-19  8.97175e-19
      3952.00  2.62975e-19  9.42520e-19
      3953.00 -5.33611e-19  8.70083e-19
      3954.00 -3.54260e-19  8.97723e-19
      3955.00 -3.54913e-19  9.08250e-19
      3956.00  5.49001e-19  9.40282e-19
      3957.00 -2.29655e-18  8.64731e-19
      3958.00 -5.82844e-19  8.82641e-19
      3959.00 -7.98338e-19  8.81996e-19
      3960.00 -1.16175e-18  9.11896e-19
      3961.00 -2.39163e-19  8.99669e-19
      3962.00 -1.29090e-18  8.73865e-19
      3963.00  2.05592e-20  8.89967e-19
      3964.00 -3.87012e-19  8.72146e-19
      3965.00  8.84479e-19  9.09886e-19
      3966.00 -1.69844e-19  8.97073e-19
      3967.00 -1.00404e-18  8.67766e-19
      3968.00 -1.27284e-18  8.52770e-19
      3969.00  4.24843e-19  8.71767e-19
      3970.00  5.10507e-19  9.00291e-19
      3971.00 -1.36558e-19  9.04731e-19
      3972.00 -5.64782e-19  8.95517e-19
      3973.00 -2.04141e-18  8.96482e-19
      3974.00  1.28012e-19  9.57578e-19
      3975.00 -1.39266e-18  9.49125e-19
      3976.00  3.54021e-19  9.56570e-19
      3977.00 -5.21542e-19  9.56243e-19
      3978.00 -8.67775e-19  9.82806e-19
      3979.00 -5.23646e-19  9.47566e-19
      3980.00  1.28286e-19  9.85014e-19
      3981.00 -8.98121e-19  1.01164e-18
      3982.00 -1.00471e-18  9.66460e-19
      3983.00 -3.90916e-19  9.70669e-19
      3984.00 -2.39949e-19  9.96576e-19
      3985.00 -7.20615e-19  9.94812e-19
      3986.00 -4.15510e-19  9.82366e-19
      3987.00 -9.16598e-19  9.65425e-19
      3988.00 -6.96248e-19  1.02622e-18
      3989.00 -7.03478e-19  1.02671e-18
      3990.00 -1.16418e-18  9.90950e-19
      3991.00 -8.05194e-19  1.01067e-18
      3992.00 -4.85571e-19  1.01857e-18
      3993.00 -1.12134e-18  1.02944e-18
      3994.00 -5.58004e-19  1.03796e-18
      3995.00 -1.16184e-18  9.91089e-19
      3996.00 -4.09808e-19  1.02921e-18
      3997.00 -1.35481e-18  1.02258e-18
      3998.00 -1.19043e-18  1.01045e-18
      3999.00  6.80160e-20  1.08264e-18
      4000.00 -1.42815e-18  1.04691e-18
      4001.00 -8.42149e-19  1.06641e-18
      4002.00 -1.10610e-18  1.05662e-18
      4003.00 -8.04608e-19  1.06324e-18
      4004.00 -1.63315e-18  1.06223e-18
      4005.00 -9.20504e-20  1.05881e-18
      4006.00 -3.67840e-19  1.07043e-18
      4007.00 -1.58330e-18  1.06802e-18
      4008.00 -9.33599e-19  1.10413e-18
      4009.00 -1.38422e-18  1.10178e-18
      4010.00 -4.19302e-19  1.10140e-18
      4011.00 -1.43850e-19  1.11578e-18
      4012.00  1.00221e-18  1.12025e-18
      4013.00 -1.23925e-18  1.10939e-18
      4014.00 -9.65738e-20  1.11086e-18
      4015.00 -1.12138e-19  1.10713e-18
      4016.00 -1.85137e-18  1.10493e-18
      4017.00 -2.75996e-19  1.11232e-18
      4018.00 -1.50803e-18  1.07794e-18
      4019.00 -1.18035e-18  1.11556e-18
      4020.00 -1.63320e-18  1.09882e-18
      4021.00  1.45901e-19  1.12353e-18
      4022.00 -1.53080e-18  1.09037e-18
      4023.00 -2.08266e-18  1.08648e-18
      4024.00 -6.63010e-19  1.09699e-18
      4025.00 -1.69540e-18  1.07441e-18
      4026.00 -1.66389e-18  1.07918e-18
      4027.00 -1.26946e-18  1.09178e-18
      4028.00 -5.96110e-19  1.09302e-18
      4029.00  2.63551e-19  1.11841e-18
      4030.00 -1.64181e-18  1.08073e-18
      4031.00 -2.11975e-18  1.05641e-18
      4032.00  1.13736e-18  1.10481e-18
      4033.00 -7.53934e-19  1.05943e-18
      4034.00 -4.99839e-19  1.06908e-18
      4035.00 -6.11852e-20  1.07439e-18
      4036.00 -7.75970e-19  1.05794e-18
      4037.00 -5.28213e-19  1.06768e-18
      4038.00 -1.33933e-18  1.06073e-18
      4039.00 -1.95373e-18  1.04215e-18
      4040.00 -3.67525e-19  1.04807e-18
      4041.00 -1.89789e-19  1.07461e-18
      4042.00 -9.71904e-19  1.07415e-18
      4043.00 -1.09879e-19  1.07697e-18
      4044.00 -5.94929e-19  1.05476e-18
      4045.00 -1.11985e-18  1.04196e-18
      4046.00  8.97823e-19  1.18998e-18
      4047.00 -2.03536e-19  1.21861e-18
      4048.00  9.88371e-19  1.24349e-18
      4049.00 -1.30424e-18  1.14472e-18
      4050.00 -8.14776e-19  1.16897e-18
      4051.00 -1.47541e-18  1.16706e-18
      4052.00 -9.47923e-19  1.09841e-18
      4053.00  5.86756e-19  1.12010e-18
      4054.00 -6.91172e-19  1.10748e-18
      4055.00 -1.24299e-18  1.07427e-18
      4056.00  6.80067e-20  1.06042e-18
      4057.00 -1.50261e-18  1.02171e-18
      4058.00 -2.45612e-19  1.02650e-18
      4059.00  3.52901e-19  1.07769e-18
      4060.00 -4.74335e-19  1.04252e-18
      4061.00 -3.59035e-19  1.03034e-18
      4062.00 -5.86149e-19  1.01789e-18
      4063.00 -1.87922e-18  9.79512e-19
      4064.00  9.00038e-19  1.02554e-18
      4065.00 -5.04258e-19  1.03672e-18
      4066.00  3.65870e-19  1.01633e-18
      4067.00 -5.73540e-19  9.61651e-19
      4068.00 -2.93275e-19  9.97945e-19
      4069.00  1.02354e-19  9.79179e-19
      4070.00  2.87248e-19  9.73878e-19
      4071.00  4.72886e-19  9.44194e-19
      4072.00  5.37665e-19  9.38498e-19
      4073.00 -5.40659e-19  9.17890e-19
      4074.00 -6.12666e-19  8.84524e-19
      4075.00 -3.55202e-20  9.15757e-19
      4076.00  2.51963e-20  9.63953e-19
      4077.00  4.98539e-21  9.01337e-19
      4078.00  2.45985e-19  8.64291e-19
      4079.00 -2.57995e-19  8.66088e-19
      4080.00 -1.02965e-19  8.96745e-19
      4081.00 -3.52358e-19  9.00881e-19
      4082.00 -1.06611e-19  8.48074e-19
      4083.00 -8.70981e-19  8.42105e-19
      4084.00 -5.05254e-19  8.26488e-19
      4085.00 -9.54100e-19  8.23475e-19
      4086.00 -7.42611e-19  8.41651e-19
      4087.00 -1.06197e-18  8.28463e-19
      4088.00 -9.97259e-19  8.02310e-19
      4089.00  7.30426e-19  8.44569e-19
      4090.00 -7.44560e-19  8.00318e-19
      4091.00  1.00032e-19  8.20988e-19
      4092.00  6.77157e-19  8.26104e-19
      4093.00 -8.67481e-19  7.87262e-19
      4094.00 -1.61443e-18  7.80152e-19
      4095.00 -1.93215e-19  7.74196e-19
      4096.00 -7.56133e-19  7.60386e-19
      4097.00  7.11723e-19  7.99992e-19
      4098.00  2.37783e-19  7.67139e-19
      4099.00  2.21059e-19  7.81238e-19
      4100.00 -6.96760e-19  7.62651e-19
      4101.00 -9.84041e-19  7.23822e-19
      4102.00  7.00107e-20  7.38416e-19
      4103.00  2.59615e-19  7.55572e-19
      4104.00 -3.29613e-19  7.30167e-19
      4105.00 -4.58336e-19  7.28809e-19
      4106.00 -2.00003e-19  7.36272e-19
      4107.00  5.78403e-19  7.62607e-19
      4108.00 -3.67735e-19  7.26741e-19
      4109.00 -1.28646e-19  7.45556e-19
      4110.00 -5.81006e-20  7.27271e-19
      4111.00  4.09430e-20  7.27295e-19
      4112.00 -1.11654e-19  7.14710e-19
      4113.00 -6.03990e-19  6.96805e-19
      4114.00 -2.46066e-19  7.24470e-19
      4115.00  1.91153e-19  7.21385e-19
      4116.00 -4.22346e-19  7.15613e-19
      4117.00 -1.04227e-19  7.09161e-19
      4118.00  1.69948e-19  7.08027e-19
      4119.00  1.26990e-19  7.08036e-19
      4120.00 -2.74820e-19  7.07130e-19
      4121.00  2.72693e-19  7.26924e-19
      4122.00 -6.49746e-20  7.07956e-19
      4123.00 -6.98911e-19  7.14836e-19
      4124.00 -9.77303e-19  6.98960e-19
      4125.00 -1.05030e-18  7.02580e-19
      4126.00 -1.50495e-20  7.00156e-19
      4127.00 -1.16934e-18  6.82321e-19
      4128.00  1.76193e-19  7.32397e-19
      4129.00  6.21334e-20  7.06165e-19
      4130.00  1.92375e-19  6.98560e-19
      4131.00  3.17770e-19  7.12498e-19
      4132.00  4.06153e-19  6.96581e-19
      4133.00  6.06060e-19  7.08166e-19
      4134.00 -3.07329e-19  6.87778e-19
      4135.00 -6.20107e-19  6.91482e-19
      4136.00 -7.92386e-19  7.10689e-19
      4137.00  1.20019e-18  7.21884e-19
      4138.00  4.58734e-19  7.09301e-19
      4139.00 -3.05458e-19  6.98601e-19
      4140.00  5.60827e-19  7.05063e-19
      4141.00  7.97829e-19  7.01659e-19
      4142.00  3.97594e-19  6.89825e-19
      4143.00 -3.23128e-20  6.68769e-19
      4144.00 -2.07388e-19  6.59375e-19
      4145.00 -9.84440e-19  6.78882e-19
      4146.00  1.13186e-19  6.92889e-19
      4147.00 -8.34029e-19  6.75380e-19
      4148.00  2.23232e-19  6.90449e-19
      4149.00  1.97541e-19  6.84014e-19
      4150.00 -4.37689e-19  6.68899e-19
      4151.00  5.67929e-19  6.93594e-19
      4152.00  3.36559e-19  6.70158e-19
      4153.00 -4.50411e-19  6.75289e-19
      4154.00  5.84610e-19  6.88275e-19
      4155.00  5.02894e-19  7.19028e-19
      4156.00  1.76252e-19  7.15591e-19
      4157.00  2.27975e-19  6.96899e-19
      4158.00 -1.86312e-19  7.00439e-19
      4159.00 -9.94983e-20  6.87398e-19
      4160.00  6.93097e-19  7.03900e-19
      4161.00  5.98345e-19  7.35034e-19
      4162.00  1.72820e-19  7.08325e-19
      4163.00 -3.65033e-20  6.99307e-19
